uid,species,gene_names,description,term_ids,gene_display_name,color
5830,ath,CER16,"bright green stems and siliques, substantially reduced number of lobed plates and tube-shaped structures on the epicuticular wax layer, reduced plant height.",GO:0003674|GO:0005575|GO:0010025,CER16,#DAF7A6
2107,ath,At1g09100|RPT5B|AT1G09100|26S proteasome AAA-ATPase subunit RPT5B|F7G19.2|F7G19_2|AT1G09100.1,"Sensitive to limited glucose. No visible phenotype. double mutants are both male and female gametophyte lethal. Insensitive to high-glucose repression of cotyledon expansion, chlorophyll accumulation, true-leaf development and root elongation. The response is specific to glucose but not to osmotic changes.",GO:0010498|GO:0009555|GO:0009553|GO:0010255|GO:0016020|GO:0000502|GO:0005886|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0000229|PO:0020094|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017|PO:0001170,At1g09100,#DAF7A6
4131,ath,AT1G34130|STT3B|staurosporin and temperature sensitive 3-like b|F12G12.5|F12G12_5|AT1G34130.1,"No visible phenotype observed in plants; not sensitive to NaCl; however, when crossed with stt3a-1 plants, 1/4 of male and female gametes are lethal, indicating that these oligosaccharyltransferases (OST) isoforms have overlapping and essential functions.",GO:0005886|GO:0005783|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0005052|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT1G34130,#DAF7A6
6553,ath,EMB1811,embryo defective; terminal embryo phenotype: variable.,GO:0003674|GO:0008150|GO:0005575,EMB1811,#DAF7A6
197,ath,At5g59560|SRR1|AT5G59560|SENSITIVITY TO RED LIGHT REDUCED 1|F2O15.23|F2O15_23|AT5G59560.1|AT5G59560.2,Altered response to red light. Reduced sensitivity to red light.,GO:0009585|GO:0010017|GO:0005634|GO:0007623|GO:0005737|GO:0042752|GO:0003674|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g59560,#DAF7A6
1223,ath,At3g14440|NCED3|AT3G14440|ATNCED3|STO1|SIS7|nine-cis-epoxycarotenoid dioxygenase 3|SALT TOLERANT 1|SUGAR INSENSITIVE 7|MOA2.4|9-CIS-EPOXYCAROTENOID DIOXYGENASE,"Insensitive to calcium. Insensitive to potassium. Sensitive to lithium. Hypersensitivity to nonionic osmotic stress induced by sorbitol. More sensitive to drought stress than wildtype (tested after a 15-day lack of water supply). Unlike wildtype, germination of mutant seedlings was severely reduced when grown on sorbitol-containing media. Plants become increasingly chlorotic in corrolation with the sorbitol concentration.",GO:0042538|GO:0009535|GO:0006970|GO:0009570|GO:0009414|GO:0045549|PO:0000025|PO:0000258|PO:0000293|PO:0006203|PO:0009010|PO:0009046|PO:0009005|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009047|PO:0020030|PO:0025281|PO:0007115|PO:0007611|PO:0007616,At3g14440,#DAF7A6
1405,ath,At5g51820|PGM|AT5G51820|AT1G78050|ATPGMP|PGM1|STF1|phosphoglucomutase|ARABIDOPSIS THALIANA PHOSPHOGLUCOMUTASE|STARCH-FREE 1|MIO24.4|MIO24_4|PHOSPHOGLUCOMUTASE|phosphoglycerate/bisphosphoglycerate mutase|F28K19.30|F28K19_30|AT5G51820.1,"Low starch levels. deficient in starch, no other phenotypic effect.",GO:0009536|GO:0010167|GO:0009570|GO:0010319|GO:0019252|GO:0009409|GO:0009507|GO:0009590|GO:0009941|GO:0048046|GO:0005975|GO:0004614|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,At5g51820,#DAF7A6
1324,ath,At4g21200|AtGA2ox8,Few rosette leaves under short days. Germination resistant to ancymidol (herbicide). Long hypocotyl. Many cauline leaves under short days.,,At4g21200,#DAF7A6
621,ath,At3g52940|FK|AT3G52940|HYD2|ELL1|FACKEL|EXTRA-LONG-LIFESPAN 1|F8J2.111,"Embryo defective. Seedling defective. Small and dark-green rosettes, reduced petioles, reduced apical dominance; multiple shoot meristems, stunted roots, dwarf plants; abnormal embryonic patterning, distorted embryos, supernumerary cotyledons. hypocotyl appears to be missing, with cotyledons attached directly to the root; central region of the seedling is deleted (central deletion in the apical-basal pattern of development); vascular strands separate in the upper end of the root and diverge directly into the cotyledon; abnormally shaped cotyledons with occasional extra cotyledons present.  (seedling lethal/embryo defective).",GO:0050613|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At3g52940,#DAF7A6
1436,ath,At4g05450|PGD6,Female gametophyte defective. Male gametophyte defective. Rare embryo defective (inferred).,,At4g05450,#DAF7A6
5291,ath,AT4G29990|AT4G29990.1|F6G3.20|F6G3_20,no morphological phenotype observed; kanamycin resistant.,PO:0009005|PO:0009009|PO:0025022|PO:0000293|PO:0004507,AT4G29990,#DAF7A6
4067,ath,AT1G21610|UBN1|Ubinuclein 1|F24J8.24,"When plants were wounded by tweezing twice, one week apart,comparison of SALK_090109C to Columbia resulted in significantly less shoot biomass (P=0.049) and significantly more root biomass (P=0.01) in the mutant plants.  There was no significant difference in growth between mutant and wild type upon comparison of growth curves.",GO:0003674|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,AT1G21610,#DAF7A6
5772,ath,AT5G62320|MYB99|ATMYBCU15|ATMYB99|myb domain protein 99|MMI9.18|MMI9_18,"formed small siliques with only few viable seeds. Scanning electron microscopy of pollen grains from plants homozygous for the T-DNA insertion revealed no morphological differences compared to wild-type pollen. However, light microscopy showed that tapetal cells were relatively thin compared to those from the wild type at the same stage of development and the number of viable pollen grains tested by fluorescein diacetate stain was smaller the T-DNA insertion line.",PO:0009031|PO:0009046|PO:0025022|PO:0009071|PO:0000013|PO:0000036|PO:0000056|PO:0005660|PO:0007611,AT5G62320,#DAF7A6
4605,ath,AT2G38700|MVD1|ATMVD1|MDD1|AtMDD1|mevalonate diphosphate decarboxylase 1|mevalonate 5-diphosphate decarboxylase 1|T6A23.10|T6A23_10|MEVALONATE DIPHOSPHATE DECARBOXYLASE,Decrease in campesterol and sitosterol contents and decrease in &#946;-caryophyllene emission.,GO:0042803|GO:0004163|GO:0005829|GO:0008610|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,AT2G38700,#DAF7A6
1993,ath,At1g32130|IWS1|AT1G32130|ATIWS1|HNI9|ARABIDOPSIS THALIANA IWS1 (FROM YEAST INTERACTS WITH SPT6)|HIGH NITROGEN INSENSITIVE 9|F3C3.8|F3C3_8|AT1G32130.1,Semi-dwarf.,GO:0009742|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At1g32130,#DAF7A6
292,ath,At1g08660|MGP2|AT3G07700|AT1G08660|SIA1|MALE GAMETOPHYTE DEFECTIVE 2|sialyltransferase-like 1|F22O13.14|F22O13_14|AtSIA1|abc1k7|salt-induced ABC1 kinase 1|MLP3.15,Complete male gametophyte defective. Loss of function alters the metabolic profile of chloroplast membrane lipids.,GO:0009860|GO:0005794|GO:0009846|GO:0005802|GO:0005768|GO:0009507|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At1g08660,#DAF7A6
5154,ath,AT4G14400|ACD6|ACCELERATED CELL DEATH 6|DL3240W|FCAALL.190,"Dwarf plants, punctate pattern of cell death, accumulates salicylic acid and camalexin.",GO:0009615|GO:0008219|GO:0009816|GO:0009751|GO:0016020|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT4G14400,#DAF7A6
888,ath,At3g08850|RAPTOR1|AT3G08850|RAPTOR1B|ATRAPTOR1B|T16O11.22,"Embryo defective-Preglobular. Heterozygotes show no obvious growth phenotype.  Homozygotes are embryo lethal with a very early arrest of embryo development, in the pre-globular stage of development.",GO:0016049|GO:0005515|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000229|PO:0009049|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017,At3g08850,#DAF7A6
6535,ath,EMB1794,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0003674|GO:0008150|GO:0005575,EMB1794,#DAF7A6
790,ath,At2g31530|EMB2289|AT2G31530|SCY2|EMBRYO DEFECTIVE 2289|SECY HOMOLOG 2|T9H9.5|T9H9_5,Embryo defective-Globular. embryo defective; developmental arrest of mutant embryos.,GO:0009526|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At2g31530,#DAF7A6
1929,ath,At3g06730|TRXP,Albino. Pale yellow. Seedling lethal (inferred from pigment defect).,,At3g06730,#DAF7A6
4136,ath,AT1G34350|TMEM18|Arabidopsis Transmembrane Protein 18|F7P12.4|F7P12_4,Pollen is defective in germination and pollen tube growth.  Abnormal callose deposition in pollen grains.,GO:0005783|GO:0003674|GO:0008150|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0020097|PO:0025195|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT1G34350,#DAF7A6
6365,ath,EMB1589,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0008150|GO:0005575|GO:0003674,EMB1589,#DAF7A6
6285,ath,EMB1498,embryo defective; terminal embryo phenotype: preglobular stage.,GO:0005575|GO:0003674|GO:0008150,EMB1498,#DAF7A6
738,ath,At5g16750|TOZ|AT5G16750|TORMOZEMBRYO DEFECTIVE|F5E19.90|F5E19_90,"Embryo defective. Female gametophyte defective. Embryo proper is unable to execute regulated divisions in reference to the choice of division plane and the timeing of the division, particularly longitudinal divisions of the plane of the apical-basal axis. Homozygotes are embryo lethal, due to the abortion of toz/toz seeds.  Transmission of the mutation is not affected through the pollen, only through the ovules.  Homozygote embryos also show abnormal expression of patterning genes such as STM, MP, FIL and ANT.",GO:0051301|GO:0005730|GO:0009880|GO:0009793|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g16750,#DAF7A6
6650,ath,EMB1969,embryo defective; terminal embryo phenotype: preglobular/globular stage.,GO:0005575|GO:0008150|GO:0003674,EMB1969,#DAF7A6
1441,ath,At5g57320|VLN5|AT5G57320|villin 5|MJB24.13|MJB24_13,Male gametophyte defective.,PO:0009032|PO:0009046|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At5g57320,#DAF7A6
6412,ath,EMB1642,embryo defective; terminal embryo phenotype: globular stage.,GO:0003674|GO:0005575|GO:0008150,EMB1642,#DAF7A6
1364,ath,At3g03090|AtVGT1|AT3G03090|VGT1|vacuolar glucose transporter 1|T17B22.22|T17B22_22|AT3G03090.1,"Late flowering. Low germination rate. Drastic delay in flowering.  Plants do not start bolting until 30-40 days after germination vs. 21-26 days for the wild type.  All mutant plants eventually produce shoots with flowers and seeds comparable with those formed by wild type.  However, about 20% of the mutant seeds do not germinate.",GO:0009624|GO:0005355|GO:0009705|GO:0005774|GO:0009911|GO:0005353|GO:0009845|GO:0015755|GO:0015758|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017,At3g03090,#DAF7A6
4183,ath,AT1G52760|LysoPL2|CSE|AtMAGL3|lysophospholipase 2|Caffeoyl Shikimate Esterase|F14G24.3|F14G24_3,Altered lignin content. cse-2 mutants were 37% smaller and 42% lighter at senescence than were those of the wild type. Plants have reduced lignin content and collapsed vessel elements.,GO:0042542|GO:0004622|GO:0009506|GO:0003846|GO:0010043|GO:0046686|GO:0016787|GO:0005886|GO:0006979|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,AT1G52760,#DAF7A6
6303,ath,EMB1517,embryo defective; terminal embryo phenotype: preglobular/globular stage.,GO:0008150|GO:0003674|GO:0005575,EMB1517,#DAF7A6
6016,ath,EMB1167,embryo defective; terminal embryo phenotype: cotyledon stage.,GO:0005575|GO:0003674|GO:0008150,EMB1167,#DAF7A6
2587,ath,At4g38630|RPN10|AT4G38630|AT1G52040|MBP1|ATMBP|myrosinase-binding protein 1|MCB1|ATMCB1|regulatory particle non-ATPase 10|MULTIUBIQUITIN-CHAIN-BINDING PROTEIN 1|MULTIUBIQUITIN CHAIN BINDING PROTEIN 1|T9A14.7|MULTIUBIQUITIN CHAIN BINDING PROTEIN|AT1G52040.1|AT4G38630.1,"Chlorotic leaves. Decreased stamen number. Early rosette leaf senescence. Reduced fertility. Slow growth. Very low germination rate. Homozygous rpn10-2 plants are infertile and have underdeveloped and completely sterile siliques. Both male and female gametes are defective. Reduced growth rate, later flowering time, extended life cycle, taller, larger, thicker, and more lanceolar and epinastic rosette and cauline leaves, larger anthers and pollen grains, reduced axillary inflorescences and increased accumulation of anthocyanin on the floral stem surface, increased floral organ size and abnormal floral organ numbers. The rpn10-1 mutant has elevated levels of ubiquitin conjugates but the RPN(1-186):ARP(exon2):NPTII protein is still detected in a 26S proteasome-enriched fraction. This mutant has a reduced germination rate, several growth abnormalities, increased rosette leaf senescence, a reduction in stamen number, increased sensitivity to DNA damaging agents, decreased sensitivity to cytokinin, and increased sensitivity to abscisic acid, sucrose, and salt. The rpn10-1 mutant has defects in ubiquitin-mediated proteolysis via the 26S proteasome, rendering it more sensitive to misfolded proteins that are degraded in a 26S-proteasome / Ub-dependent manner. However, it has increased levels of the 20S core particle of the proteasome, and exhibits reduced sensitivity to oxidative stress, presumably since oxidatively damaged proteins can be degraded in a 20S proteasome-dependent, but 26S proteasome /Ub-independent manner. The mutation confers the same phenotypes in Col that were described in the C24 background.",GO:0005634|GO:0005773|GO:0048455|GO:0009735|GO:0048528|GO:0009651|GO:0009555|GO:0009744|GO:0009408|GO:0043161|GO:0000502|GO:0048767|GO:0051788|GO:0016020|GO:0010150|GO:0008540|GO:0006974|GO:0048366|GO:0010029|GO:0009733|GO:0001653|GO:0005829|GO:0043248|GO:0009737|PO:0009046|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0009015|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001017|PO:0001170,At4g38630,#DAF7A6
45,ath,At5g16530|PIN5|AT5G16530|PIN-FORMED 5|MQK4.28|MQK4_28,Abnormal hypocotyl growth. Abnormal root growth. Insensitive to IAA. Defective in lateral root initiation as well as in root and hypocotyl growth; root growth less sensitive to low concentrations of IAA.,GO:0005783|GO:0010252|GO:0080162|GO:0009555|GO:0080161|PO:0000013|PO:0000037|PO:0000230|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616,At5g16530,#DAF7A6
33,ath,At2g33860|ETT|AT2G33860|AT1G24120|AT2G24765|ARL1|ARG1-like 1|F3I6.4|F3I6_4|ARF3|ATARL1|ADP-ribosylation factor 3|ARF-LIKE 1|F27A10.8|ETTIN|AUXIN RESPONSE TRANSCRIPTION FACTOR 3|T1B8.30|T1B8_30|AT2G24765.1|AT2G24765.2,"Abnormal flower morphology. Unusual gynoecium and floral patterning defects,  including an increased number of sepals and carpels. very strong allele;homozygotes have flowers with 1-2 extra sepals and petals, 1 less medial stamen and a gynoecium with altered shape and anatomy; locule number on medial stamen is often reduced; gynoecium has a reduced ovary which is covered abaxially by style transmitting tract apically, and style epidermal tissue basally; it appears as if the top of the gynoecium has been pulled down over the surface of the ovary, and the bottom of the gynoecium has been pulled up, creating an elongated internode-like basal stalk; ovule density is not affected but placentae are shortened; ovules appear sterile due to failure of integument growth around egg sac which protrudes out of the ovule tip and appears to lack the full compliment of 8 nuclei; pollen is fertile. weak allele; homozygotes have flowers with 1-2 extra sepals and petals, 1 less medial stamen and a gynoecium with altered shape and anatomy; locule number on medial stamen is often reduced; gynoecium has a slightly reduced ovary, with a small basal internode, and the basalization of the adaxial style tissue only on the medial sides of the gynoecium; almost fully female fertile. intermediate allele; homozygote has flowers with 1-2 extra sepals and petals, 1 less medial stamen and a gynoecium with altered shape and anatomy; locule number on medial stamen is often reduced; gynoecium has a reduced ovary which is covered abaxially by style transmitting tract apically, and style epidermal tissue basally; it appears as if the top of the gynoecium has been pulled down over the surface of the ovary, and the bottom of the gynoecium has been pulled up, creating an elongated internode-like basal stalk; ovule density is not affected but placentae are shortened; ovules appear sterile due to failure of integument growth around egg sac which protrudes out of the ovule tip and appears to lack the full compliment of 8 nuclei; pollen is fertile. Short internodes, abnormal phyllotaxy, misshapen floral organs, variable floral organ numbers, gynoecium lacks valve tissue, , abnormally positioned ovules. Resembles kanadi homozygous mutants. The gynoecia of double mutants showed severe reduction of the ovary and morphological abnormalities in the apical region that were similar  to ett strong allele mutant phenotypes. Occasionally, inflorescences of the double mutant failed to produce any normal flower buds, resulting in pin-like structures that were not found in either stv1 or ett single mutants. Pin-like inflorescences are formed in mp, pid, and pin1 mutants and in wild-type plants treated with polar auxin transport inhibitors. The gynoecial defects of ett-1 mutants, such as reduction in ovary size and increased gynophore elongation, were enhanced by the sty1-1 mutation. A number of double mutant gynoecia were nearly completely valveless, and in those, ovules grew on top of a placental surface. In addition, the apical ends of sty1-1 ett-1 gynoecia were less fused than those of ett-1 and sty1-1, and ovules frequently protruded at the apex. The amount of stylar and stigmatic tissues was reduced compared with ett-1, and the double mutant was sterile. As in ett-1 gynoecia, ectopic tissue of transmitting tract identity was generally present.",GO:0009737|GO:0006499|GO:0005886|GO:0016020|GO:0005515|GO:0005795|GO:0046686|GO:0010050|GO:0010158|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000017|PO:0000229|PO:0020144|PO:0000005|PO:0000084|PO:0025195|PO:0020003|PO:0000293|PO:0020148|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017|PO:0007130,At2g33860,#DAF7A6
